district,address,room_count,area,floors,house_type,price,latitude,longitude
Imanta,Rigondas g. 5,2,44,12/12,Čehu pr.,"65,000  €",56.9648381,24.0191151
Teika,Ropažu 45,2,47,4/5,Hrušč.,250  €/mēn.,56.97969115,24.1787647
Šampēteris-Pleskodāle,Lielirbes 11,2,68,4/24,Jaun.,460  €/mēn.,56.9348241,24.0428561
centrs,Skolas 36A,2,53,3/4,P. kara,750  €/mēn.,56.96007135,24.123345016522656
Maskavas priekšpilsēta,Lomonosova 2,2,46,4/4,Staļina,280  €/mēn.,,
Ziepniekkalns,Valdeķu 62,1,36,3/9,602.,"45,000  €",56.9013274,24.09410714083372
Ķengarags,Rasas 4,2,50,1/5,LT proj.,"44,000  €",56.90364565,24.20167460058073
Ķengarags,Ikšķiles 4,2,44,5/5,LT proj.,"42,500  €",56.90080385,24.20703229999999
centrs,Elizabetes 9,2,45,1/4,P. kara,55  €/dienā,56.9592539,24.100972
Vecmīlgrāvis,Meldru 24,2,49,2/5,LT proj.,"44,000  €",57.03262235,24.09540702973588
centrs,Vesetas 15,4,123,2/5,Jaun.,"380,000  €",56.9630235,24.1207027
Ķengarags,Maskavas 429a,2,38,5/5,LT proj.,"45,000  €",56.89688165,24.21343884788796
Pļavnieki,Jasmuižas 3,3,62,1/9,602.,"58,000  €",56.937698,24.2089224
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"73,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"73,000  €",51.77014725,-1.2649910410071945
Purvciems,Dzelzavas 11,2,45,4/5,Hrušč.,"73,000  €",56.96388685,24.169750635261398
Ķengarags,Salaspils 12,3,62,3/5,LT proj.,"57,000  €",56.92063,24.180936
Dārzciems,Zeltiņu 56,1,43,1/5,M. ģim.,"46,800  €",56.9458712,24.1762489
Iļģuciems,Slokas 112,2,39,5/1,LT proj.,"45,000  €",56.96147385,24.0484783527266
centrs,Lāčplēša 53,2,53,5/5,Renov.,"124,900  €",56.9523213,24.130212963747603
Maskavas priekšpilsēta,Ludzas 19,1,27,3/5,Renov.,280  €/mēn.,,
Jugla,Juglas 21,2,42,3/5,LT proj.,"50,000  €",56.9845152,24.247739812217517
Sarkandaugava,Aptiekas 17B,2,24,2/2,Renov.,"41,310  €",56.99875325,24.115697773233517
Purvciems,Dzelzavas 76,2,50,7/9,602.,280  €/mēn.,56.9550112,24.1985621
Jugla,Veldres 1,2,45,4/5,LT proj.,300  €/mēn.,56.97893865,24.24650535178751
Purvciems,Madonas 2,2,35,2/4,Jaun.,"70,000  €",56.95944105,24.16663604437773
Pļavnieki,Zemes 5,1,43,8/9,M. ģim.,"38,000  €",56.9424947,24.19835885647548
Imanta,Dammes 12,2,50,9/9,602.,"45,000  €",56.9626983,24.01465485889857
Jugla,Vangažu 28,2,50,6/12,Čehu pr.,"52,000  €",56.98640545000001,24.22811196681496
Teika,Biķernieku 79,1,26,1/5,Hrušč.,"32,000  €",56.96861735,24.188852691756345
Pļavnieki,Salnas 21,2,48,3/9,Jaun.,"116,000  €",56.942327,24.23009287799782
Čiekurkalns,Čiekurkalna 4. šķ l. 2,1,25,2/2,P. kara,"29,500  €",,
centrs,Avotu 22A,6,126,1/5,P. kara,"179,000  €",56.9647377,23.1550558
Šampēteris-Pleskodāle,Lielirbes 11,3,92,18/25,Jaun.,"139,000  €",56.9348241,24.0428561
Vecmīlgrāvis,Vecmīlgrāvja 6,2,40,4/5,Hrušč.,"35,000  €",57.0301964,24.1170336
centrs,Dzirnavu 92,3,80,5/5,P. kara,"149,000  €",56.9504141,24.123458
Čiekurkalns,Rusova 30,1,42,4/5,M. ģim.,"38,900  €",56.98664845,24.17400697498923
Purvciems,Dzelzavas 76,2,50,5/9,602.,pērku ,56.9550112,24.1985621
centrs,Čaka 132,2,45,5/5,P. kara,"51,800  €",56.9513692,24.127201
Mežciems,Līduma 8A,3,101,2/5,Jaun.,"180,000  €",56.9731286,24.23227916778371
Mežciems,Hipokrāta 11,3,71,12/16,104.,"68,000  €",56.9671489,24.23755090255275
Čiekurkalns,Čiekurkalna 2. šķ l. 2,1,22,1/2,P. kara,"12,900  €",,
Pļavnieki,Praulienas 4,3,62,7/9,602.,"115,000  €",56.9359043,24.20635009905127
Āgenskalns,Baložu 8,6,100,1/2,Priv. m.,"179,500  €",56.9445356,24.0741371
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Priv. m.,"179,500  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Priv. m.,"179,500  €",51.77014725,-1.2649910410071945
Āgenskalns,Baložu 8,6,100,1/2,Priv. m.,"179,500  €",56.9445356,24.0741371
Mežciems,Kaivas 50/1,3,74,5/5,Jaun.,"135,000  €",56.9571247,24.2475937
Vecmīlgrāvis,Rūpnīcas 6,3,81,2/2,Staļina,"64,000  €",57.02985755,24.116453873895857
centrs,Valdemāra 143,2,38,1/6,Hrušč.,"53,000  €",56.9565184,24.1138584
centrs,Marijas 14A,1,21,6/6,P. kara,"56,650  €",56.9503578,24.1249375
centrs,Alūksnes 1,2,48,1/5,P. kara,"92,000  €",,
Ķengarags,Prūšu 3 k-5,2,37,2/5,LT proj.,"38,500  €",56.9168553,24.18359341034891
Vecmīlgrāvis,Meldru 4,2,41,1/5,Hrušč.,"39,900  €",57.0278589,24.1029177
Iļģuciems,Vaidelotes 25,2,42,1/5,Hrušč.,300  €/mēn.,56.9671925,24.047977721181624
Bolderāja,Gobas 24,2,54,5/5,103.,220  €/mēn.,57.0286242,24.056455318158957
centrs,Ādmiņu 5,2,58,2/3,P. kara,"83,000  €",,
Pļavnieki,Deglava 122,3,76,2/9,119.,"89,000  €",56.94697085,24.198139382185417
Purvciems,Dudajeva g. 2,3,66,3/5,LT proj.,"53,800  €",56.9575254,24.1942844
Vecmīlgrāvis,Stiebru 3,3,43,2/5,M. ģim.,"49,500  €",57.03437255,24.094572182456588
Daugavgrīva,Zvīņu 4,3,59,5/5,Hrušč.,"39,000  €",57.0366347,24.02621151194208
Torņakalns,Garozes 17,1,42,4/5,M. ģim.,"24,000  €",,
Vecrīga,M. Smilšu 1,4,148,5/5,Renov.,"1,600  €/mēn.",,
Ķengarags,Prūšu 4,2,50,1/5,Jaun.,"90,000  €",56.9146815,24.18146133464188
Ķengarags,Prūšu 4,3,50,1/5,Jaun.,"90,000  €",56.9146815,24.18146133464188
centrs,Puškina 2,1,25,1/5,P. kara,300  €/mēn.,57.3913156,21.552374862904685
Maskavas priekšpilsēta,Lubānas 56,1,39,9/9,467.,"40,000  €",,
centrs,Jeruzalemes 10,3,124,4/7,Jaun.,"305,000  €",56.9578148,24.1142082
centrs,Čaka 92,3,123,5/5,Jaun.,"210,000  €",56.9573865,24.1387883
Sarkandaugava,Sarkandaugavas 19a,1,32,3/5,Staļina,"18,500  €",57.0008218,24.1227672898892
Iļģuciems,Baltā 22/1,3,67,5/5,103.,"87,000  €",56.9671743,24.0663205
Sarkandaugava,Patversmes 1 k1,3,100,3/3,P. kara,"109,000  €",56.99453875,24.127339873554035
Daugavgrīva,Slimnīcas 11,2,46,5/5,103.,"45,700  €",57.03803295,24.02841981570732
Āgenskalns,Atpūtas 2,3,70,1/5,Specpr.,"82,950  €",56.9363349,24.058923953976347
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Vecmīlgrāvis,Dombrovska 45,1,33,1/9,602.,240  €/mēn.,57.03471075,24.100380867994417
centrs,Birznieka-Upīša 23,2,55,3/3,P. kara,"72,500  €",56.9487525,24.1248249
Ķengarags,Ikšķiles 17,2,48,3/12,Čehu pr.,"43,000  €",56.9039142,24.208536695837743
Ķengarags,Ikšķiles 13,1,34,8/12,Čehu pr.,"31,500  €",56.90336735,24.207757599805547
centrs,Valdemāra 57/59,3,49,5/7,P. kara,"120,000  €",56.960378,24.1197764
Teika,Zemgala 52,3,53,1/1,Priv. m.,51  €/dienā,56.9713309,24.16834350282152
Āgenskalns,Kristapa 10,1,13,4/4,M. ģim.,"20,000  €",56.94320329999999,24.061899750012444
Čiekurkalns,Čiekurkalna 1. l. 72A,2,43,3/3,Specpr.,"49,500  €",,
Āgenskalns,Struteles 4,1,20,1/1,P. kara,350  €/mēn.,56.93887985,24.06307112293724
Imanta,Anniņmuižas 38 k-1,3,238,1/18,Jaun.,"160,000  €",56.961182750000006,24.01721455431201
Āgenskalns,Raņķa d. 34,3,93,13/23,Jaun.,"339,800  €",56.9450949,24.0837011
Purvciems,Kastrānes 1/2,2,20,2/5,Renov.,235  €/mēn.,56.9659974,24.1766569
centrs,Cēsu 41-1,4,80,2/2,P. kara,"104,000  €",57.3033761,25.3873133
Jugla,Juglas 21,2,47,5/5,LT proj.,"53,500  €",56.9845152,24.247739812217517
Pļavnieki,Ulbrokas 1,3,63,1/9,602.,"56,999  €",56.94027275,24.214862183624824
Āgenskalns,Darba 11a,1,20,2/2,P. kara,"23,000  €",,
centrs,Raiņa bulv. 31,5,98,2/5,Renov.,"287,000  €",,
Pļavnieki,Ulbrokas 12k2,2,64,8/8,Jaun.,"105,000  €",56.9411911,24.21941785294508
Pļavnieki,Rudens 9,1,33,3/9,602.,"50,000  €",56.9380766,24.1991261
Bolderāja,Lemešu 7,2,38,3/5,LT proj.,"40,000  €",57.03271625,24.055071496174
Ķengarags,Prūšu 1A,2,34,8/9,Jaun.,"88,500  €",56.9160158,24.17905943400984
Jugla,Veldres 9,2,45,2/5,LT proj.,300  €/mēn.,56.9752097,24.2458483139546
Ķengarags,Maskavas 409,1,29,4/5,Specpr.,"36,500  €",56.900881600000005,24.202540571699
centrs,Vagonu 22,1,26,3/5,P. kara,270  €/mēn.,,
centrs,Ieroču 10,4,82,6/6,P. kara,"164,000  €",,
Pļavnieki,Ilūkstes 4,1,46,5/9,M. ģim.,"41,000  €",56.93391825,24.196113058652745
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Ziepniekkalns,Kaplavas 5,3,100,4/5,Jaun.,"155,000  €",56.9072304,24.0836793
centrs,Katrīnas d. 22,2,50,2/4,Staļina,"80,000  €",57.3961035,21.5695761
centrs,Rūpniecības 42,1,24,1/3,Renov.,340  €/mēn.,56.96616395,24.105099927247505
centrs,Rūpniecības 42,1,34,1/3,Renov.,390  €/mēn.,56.96616395,24.105099927247505
Imanta,Kleistu 21,2,48,3/9,602.,"53,000  €",56.96457975,24.02416819605095
Ķengarags,Prūšu 22-4,2,41,4/5,Hrušč.,"35,000  €",56.908522,24.1969884
centrs,Jēzusbaznīcas 7A,2,43,3/4,Specpr.,400  €/mēn.,,
Pļavnieki,Salnas 14,3,63,8/9,602.,"59,900  €",56.94212835,24.223040747717693
Sarkandaugava,Viestura pr. 35,2,45,8/9,Specpr.,"51,500  €",,
Ziepniekkalns,Īslīces 1,4,94,8/10,119.,"100,000  €",56.90158855,24.084696160663636
Ziepniekkalns,Bruknas 8,2,60,8/10,119.,"69,900  €",56.9022302,24.0858239
Jugla,Vidzemes al. 2,3,60,3/5,Hrušč.,"86,500  €",56.9925634,24.2424634
centrs,Birznieka-Upīša 26,3,85,5/5,P. kara,"116,850  €",56.9487525,24.1248249
Ķengarags,Prūšu 15,1,29,2/4,Hrušč.,"30,000  €",56.91318935,24.189869106488903
Dzegužkalns,Saldus 3b,4,117,8/9,Specpr.,750  €/mēn.,,
Mangaļsala,Albatrosu 22,4,88,2/5,Specpr.,"78,000  €",57.0527769,24.067362093860567
Maskavas priekšpilsēta,Kalupes 15,1,25,2/5,P. kara,"36,500  €",,
Vecmīlgrāvis,Meldru 19,2,46,2/2,Staļina,"25,000  €",57.0359834,24.08705336939655
centrs,Antonijas 16,2,63,2/6,Jaun.,860  €/mēn.,56.95921875,24.11332138314208
centrs,Vēžu 9,2,49,1/5,Hrušč.,"62,000  €",,
Jugla,Mārkalnes 1,1,20,5/5,M. ģim.,"9,500  €",56.9917901,24.2289408
centrs,Baznīcas 18 A,2,69,3/7,Jaun.,"290,000  €",56.9572968,24.12080675571466
centrs,Lienes 6a,1,24,2/2,P. kara,"20,300  €",,
Jugla,Salamandras 1/2,2,39,3/3,103.,"30,000  €",56.992978,24.2291394
Purvciems,Viršu 7,1,43,3/9,119.,"62,500  €",56.95215435,24.178014291689134
centrs,Miera 103,3,56,5/5,Jaun.,750  €/mēn.,56.959904,24.1290166
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"35,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"35,000  €",51.77014725,-1.2649910410071945
Bolderāja,Silikātu 1,2,41,3/4,Hrušč.,"35,000  €",57.0280829,24.044583930330276
Imanta,Zentenes 4,1,29,5/5,LT proj.,maiņai,56.9592885,24.007402939224484
Dārzciems,Stopiņu 8,3,83,3/4,Jaun.,"135,500  €",56.9492446,24.16848285
Vecmīlgrāvis,Kalngales 11,1,41,1/9,M. ģim.,"28,000  €",57.04000775,24.10280463189352
Mežaparks,Ķempes 1,3,71,7/12,Specpr.,545  €/mēn.,56.9943756,24.164389582752904
Ziepniekkalns,Ģimnastikas 6A,2,39,4/5,LT proj.,"39,600  €",56.91597825,24.08980415
Imanta,Kurzemes pr. 164,1,35,8/9,602.,270  €/mēn.,,
centrs,Blaumaņa 32,5,135,5/6,P. kara,900  €/mēn.,56.9520624,24.1254698
Ķengarags,Lubānas 45,1,13,2/2,Staļina,"17,500  €",,
Čiekurkalns,Čiekurkalna 1. l. 1,1,31,5/5,Hrušč.,"30,000  €",56.9834242,24.1592013
Sarkandaugava,Patversmes 30/2,2,60,4/4,Staļina,500  €/mēn.,56.990941,24.1329725
Mangaļi,Ezera 6,1,39,1/2,Renov.,220  €/mēn.,,
centrs,Puškina 19,4,100,4/5,Staļina,650  €/mēn.,57.3902521,21.553420799561955
centrs,Čaka 41,2,27,1/1,P. kara,45  €/dienā,56.9529094,24.1298291
centrs,Antonijas 17a,4,119,1/6,Jaun.,"3,150  €/mēn.",56.9600615,24.11173708615137
centrs,Barona 76,3,77,5/6,Renov.,820  €/mēn.,56.9565303,24.1322527
Jugla,Silciema 15 k-2,2,45,3/5,Hrušč.,"44,900  €",56.9852872,24.240682955184717
Ziepniekkalns,Tadaiķu 9A,2,41,3/4,Hrušč.,"49,900  €",56.9158753,24.09810817099884
Purvciems,Purvciema 53,1,48,9/9,Specpr.,33  €/dienā,56.9543059,24.17911070525553
Iļģuciems,Saulgožu 11,2,42,1/5,Hrušč.,"42,000  €",56.96499195,24.04773241796048
centrs,Sapieru 3b,1,26,1/5,Jaun.,"48,100  €",,
Ķengarags,Maskavas 315,1,32,7/12,Čehu pr.,"37,500  €",56.9091346,24.18367779623388
Iļģuciems,Riekstu 15,3,65,5/5,LT proj.,"53,000  €",56.96815,24.062663416756585
Dzegužkalns,Jūrmalas g. 9,2,50,4/5,LT proj.,"48,000  €",,
Ķengarags,Aglonas 12,3,60,3/5,LT proj.,"51,900  €",56.91125405,24.18596087095806
Iļģuciems,Riekstu 15,3,65,5/5,LT proj.,"53,000  €",56.96815,24.062663416756585
Čiekurkalns,Čiekurkalna 2. l. 51A,2,35,2/2,Renov.,450  €/mēn.,56.9834267,24.1658176
Mangaļi,Ezera 9,3,86,3/4,Staļina,"69,900  €",,
centrs,Barona 55,4,96,2/4,Renov.,"240,000  €",56.9565676,24.1315966
Pļavnieki,Ilūkstes 38,3,76,8/9,119.,"81,999  €",56.94537795,24.19853385
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"136,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"136,000  €",51.77014725,-1.2649910410071945
centrs,Valdemāra 57/59,2,70,6/7,P. kara,"136,000  €",56.960378,24.1197764
Dārzciems,Zeltiņu 7,2,50,5/9,602.,"47,000  €",56.9490804,24.16518897912125
centrs,Valdemāra 4,2,67,2/5,Renov.,"174,000  €",56.9543802,24.1089657
Ķengarags,Aviācijas 1,2,50,3/5,LT proj.,"45,000  €",56.90629205,24.194654426993157
centrs,Bruņinieku 93A,1,29,1/5,P. kara,"41,000  €",56.961172,24.1229335
Mežaparks,Ezermalas 4a,1,19,5/5,Renov.,"41,580  €",56.9984019,24.1707634
Mežaparks,Ezermalas 4a,2,34,2/5,Renov.,"75,460  €",56.9984019,24.1707634
centrs,Valdemāra 39,3,95,3/5,P. kara,"183,900  €",56.9585942,24.1172511
Pļavnieki,Ilūkstes 34,4,100,8/9,119.,"87,000  €",56.945757400000005,24.19637785
Pļavnieki,Saharova 20,1,47,7/16,104.,"40,000  €",56.9413848,24.207777
centrs,Jēzusbaznīcas 7A,2,62,4/4,Specpr.,550  €/mēn.,,
Vecrīga,Kaļķu 2,2,65,3/5,Staļina,"210,000  €",56.9482142,24.1079219
Torņakalns,Bauskas 29k2,2,54,3/5,103.,"50,000  €",56.921327,24.09535874455335
Sarkandaugava,Viestura pr. 37,2,45,5/9,Specpr.,"45,000  €",,
Sarkandaugava,Āžu 10,1,26,1/2,P. kara,"13,999  €",56.99246835,24.127436335345884
Pļavnieki,Sesku 10 k. 1,1,42,4/5,M. ģim.,"41,900  €",56.9459183,24.195573
Vecrīga,Vaļņu 35,2,47,6/6,P. kara,"150,000  €",56.9471683,24.1135329
Ķengarags,Ikšķiles 11,2,50,5/5,LT proj.,"56,700  €",56.90356345,24.20637898010604
Purvciems,Ilūkstes 101,2,53,4/5,103.,"85,000  €",56.9521699,24.19569529834171
Pļavnieki,Saharova 1,1,31,7/9,602.,"32,000  €",56.9331038,24.20047207685665
Vecmīlgrāvis,Meldru 6,2,43,4/5,Hrušč.,"29,000  €",57.02846205,24.10209127321924
Purvciems,Mārcienas 6,3,78,7/9,119.,"97,000  €",56.9540573,24.1665288
centrs,Bruņinieku 47,4,83,4/5,P. kara,"199,800  €",56.95569875,24.13308654872702
centrs,Kurbada 1A,2,56,2/4,P. kara,"115,000  €",,
Purvciems,Ilūkstes 103 k-3,4,75,3/9,467.,"75,000  €",56.9533639,24.194027550913347
Zolitūde,Skrīnes 6,4,102,1/3,Jaun.,"211,800  €",56.9422276,24.024096460868947
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"140,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"140,000  €",51.77014725,-1.2649910410071945
Ziepniekkalns,Bikstu 6,3,109,1/6,Jaun.,"140,000  €",56.9081142,24.0842045
Pļavnieki,Rudens 9,2,51,1/9,602.,"50,000  €",56.9380766,24.1991261
Mežciems,Eizenšteina 61,3,64,4/9,602.,"73,000  €",56.9627558,24.23504367313013
Dzegužkalns,Lielezeres 10,1,32,3/5,Jaun.,350  €/mēn.,,
centrs,Citadeles 6,3,105,3/4,Jaun.,"2,200  €/mēn.",56.9541423,24.101194963361763
centrs,J. Daliņa 8,5,200,20/24,Jaun.,"545,000  €",,
centrs,Rūpniecības 27,4,266,7/7,Jaun.,"690,000  €",56.9663415,24.10326172386397
Jugla,Juglas 2E,4,134,5/8,Specpr.,"207,700  €",56.9887684,24.2452953
centrs,Dagdas 4,3,56,1/4,P. kara,"115,000  €",55.8753427,26.5211774
Purvciems,Stirnu 61,1,30,3/5,LT proj.,"41,000  €",56.96481005,24.194283633213622
centrs,Rūpniecības 27,3,71,2/5,Jaun.,"231,000  €",56.9663415,24.10326172386397
centrs,Krāsotāju X,1,21,1/2,P. kara,200  €/mēn.,,
Maskavas priekšpilsēta,Krāslavas 14A,1,19,1/6,Jaun.,"42,680  €",,
centrs,Marijas 14a,1,18,3/6,Renov.,"48,060  €",56.9503578,24.1249375
Imanta,Anniņmuižas 38-3,3,236,1/18,Jaun.,"160,000  €",56.960075,24.013835
centrs,Sermuliņu 16,2,50,1/5,Jaun.,"120,000  €",,
Pļavnieki,Salnas 21,2,47,5/9,Jaun.,"105,000  €",56.942327,24.23009287799782
centrs,Bruņinieku 49,2,40,2/4,Jaun.,"107,000  €",56.95553605,24.133411845062614
centrs,Rūpniecības 27,2,56,5/6,Jaun.,"175,000  €",56.9663415,24.10326172386397
centrs,Klusā 17a,2,57,5/7,Renov.,"95,000  €",,
centrs,Ausekļa 3,3,129,1/5,P. kara,"335,400  €",56.9600455,24.099762636653608
Purvciems,Marsa g. 4,2,50,3/5,LT proj.,"72,000  €",56.9525312,24.1998405
Purvciems,Marsa g. 4,1,28,3/5,LT proj.,"37,000  €",56.9525312,24.1998405
Pļavnieki,Salnas 26,3,64,6/9,602.,"51,000  €",56.94126685,24.22704087596861
Bolderāja,Gaigalas 23a,2,53,5/5,103.,"40,000  €",57.02805885,24.049999413802976
Imanta,Dammes 38,2,49,9/9,602.,"60,000  €",56.96621115,24.011595211567887
Iļģuciems,Dzirciema 72,2,41,5/5,Hrušč.,"47,900  €",56.96618965,24.05890195226817
Pļavnieki,Pļavnieku 8,2,50,4/9,602.,"74,999  €",56.94168555,24.21198941201094
Sarkandaugava,Tilta 8,2,66,4/5,P. kara,"48,000  €",56.9938149,24.1241758
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"290,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"290,000  €",51.77014725,-1.2649910410071945
Āgenskalns,Raņķa d. 9,3,120,6/6,Jaun.,"290,000  €",56.9450949,24.0837011
Vecmīlgrāvis,Melīdas 11,1,32,8/9,467.,"29,000  €",57.0318969,24.1109505
Sarkandaugava,Ozolu 5,1,36,5/5,M. ģim.,220  €/mēn.,56.9866895,24.136366430006863
Teika,Brīvības 234,3,93,2/5,P. kara,"155,000  €",56.9735765,24.1685411
centrs,Sadovņikova 39,2,45,2/7,Renov.,45  €/dienā,,
Čiekurkalns,Čiekurkalna 5. šķ l. 1,1,34,2/2,Renov.,120  €/mēn.,,
Ķengarags,Maskavas 303,2,49,1/5,LT proj.,"39,900  €",56.91324745,24.17863679476931
Sarkandaugava,Hāpsalas 1,2,44,1/5,Hrušč.,"50,000  €",56.99858285,24.121911705862047
Mangaļi,Viestura pr. 12,3,57,3/9,467.,"56,000  €",,
Āgenskalns,Kalnciema 105,2,41,5/5,Hrušč.,"36,300  €",56.9453372,24.0731765
centrs,Skanstes 29,3,96,21/23,Jaun.,"1,400  €/mēn.",56.9627217,24.1133633
Purvciems,Dzelzavas 110,3,61,6/7,Jaun.,670  €/mēn.,56.9527757,24.2139989
Šampēteris-Pleskodāle,Lielirbes 13,3,90,8/30,Jaun.,"205,000  €",56.9348241,24.0428561
Šampēteris-Pleskodāle,Lielirbes 13,3,90,18/30,Jaun.,750  €/mēn.,56.9348241,24.0428561
centrs,Grostonas 25,4,160,20/24,Jaun.,"1,950  €/mēn.",,
Mežciems,Kaivas 31 k-5,2,56,3/3,Jaun.,"122,000  €",56.9571247,24.2475937
Vecmīlgrāvis,Vecmīlgrāvja 1. l. 49,1,28,3/5,LT proj.,"37,000  €",57.0288589,24.1070599
Maskavas priekšpilsēta,Maskavas 146,2,32,3/4,Jaun.,320  €/mēn.,,
Maskavas priekšpilsēta,Maskavas 146,1,23,2/4,Jaun.,250  €/mēn.,,
Maskavas priekšpilsēta,Maskavas 146,1,18,2/4,Jaun.,200  €/mēn.,,
centrs,Eksporta 3,4,99,1/5,P. kara,"115,000  €",56.9607829,24.098686292714888
Sarkandaugava,Viestura pr. 55,1,28,8/9,Specpr.,"31,200  €",57.0054138,24.1289777
Dārzciems,Kaķu 4,4,89,2/4,Jaun.,900  €/mēn.,56.9375945,24.184656004656865
Maskavas priekšpilsēta,Maskavas 108,2,45,5/6,P. kara,"72,000  €",,
Maskavas priekšpilsēta,M. Lubānas 16a,2,50,1/2,Hrušč.,"48,000  €",,
Maskavas priekšpilsēta,Lomonosova 2,1,32,1/6,Staļina,"35,900  €",,
Bolderāja,Stūrmaņu 25,2,53,4/4,Jaun.,"85,000  €",57.0334421,24.0503332
centrs,Čaka 123,2,53,2/5,Renov.,"148,400  €",56.959403,24.14183007516857
Teika,Ropažu 12,1,65,3/9,Jaun.,"149,040  €",56.9772589,24.16674835452536
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"180,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"180,000  €",51.77014725,-1.2649910410071945
centrs,Čaka 123,3,60,2/5,Renov.,"180,000  €",56.959403,24.14183007516857
centrs,Čaka 123,3,63,4/5,Renov.,"189,600  €",56.959403,24.14183007516857
Purvciems,Stirnu 49,2,36,1/5,LT proj.,"41,200  €",56.962313550000005,24.19024538532968
Pļavnieki,Lubānas 61,1,20,2/2,Renov.,150  €/mēn.,56.9411711,24.237357
Ķengarags,Prūšu 3/1,2,45,3/5,LT proj.,"49,900  €",56.9154281,24.1804946
centrs,Ausekļa 8,3,74,5/6,Specpr.,"155,030  €",56.9606806,24.1003622
Vecmīlgrāvis,Anitas 9,2,61,1/2,Staļina,"52,000  €",57.0292477,24.112412848078343
Pļavnieki,Rembates 10,4,95,6/10,Jaun.,"211,743  €",56.9407052,24.2287518
Pļavnieki,Rembates 10,2,51,6/10,Jaun.,"104,960  €",56.9407052,24.2287518
centrs,Tomsona 39 k-1,2,69,7/9,Jaun.,"167,000  €",56.969280350000005,24.12933477753769
