district,address,room_count,area,floors,house_type,price,latitude,longitude
Ķengarags,Naujenes 2,2,43,1/5,LT proj.,310  €/mēn.,56.9080394,24.18921175
Purvciems,Braslas 27,2,53,3/8,Renov.,"80,000  €",56.96274115,24.16679355
Vecrīga,Miesnieku 14,3,79,4/5,P. kara,"175,000  €",56.9488883,24.1023279
Ķengarags,Salaspils 6/1,2,38,4/5,LT proj.,"48,500  €",56.9221101,24.1811252
Krasta r-ns,Lubānas 16,4,75,9/9,467.,"82,000  €",,
Imanta,Kurzemes pr. 94,3,64,7/9,602.,"55,000  €",,
centrs,Vesetas 25,3,67,4/5,Specpr.,"108,000  €",56.9638272,24.1219347
Iļģuciems,Dzirciema 56,2,49,1/3,Specpr.,"48,900  €",56.9625041,24.055178465542237
Dzegužkalns,Dzirciema 56,2,49,1/3,Specpr.,"48,900  €",,
Imanta,Slokas 185,2,50,5/5,LT proj.,"45,000  €",56.96307365,24.018863967428963
Purvciems,Madonas 23,3,85,17/18,Specpr.,"95,000  €",56.9611283,24.171955631006007
Sarkandaugava,Patversmes 5k1,2,46,2/5,P. kara,"54,000  €",56.9942255,24.128546732069395
Sarkandaugava,Viestura pr. 51,1,28,8/9,Specpr.,"41,000  €",,
centrs,Klijānu 5,2,53,3/6,P. kara,"92,750  €",,
Pļavnieki,Rembates 10,2,52,2/10,Jaun.,"100,267  €",56.9407052,24.2287518
Čiekurkalns,Čiekurkalna 4. šķ l. 2,1,33,1/2,P. kara,250  €/mēn.,,
Ķengarags,Prūšu 17a,1,13,3/4,Specpr.,"14,650  €",56.913415150000006,24.1908321409105
centrs,Dainas 8,3,76,2/7,Jaun.,"243,200  €",56.9582556,24.13796660953772
Imanta,Dammes 8,2,50,8/9,602.,"66,500  €",56.96236015,24.013446657655777
Zolitūde,Ruses 5,2,61,6/9,119.,"68,500  €",56.9479512,24.0035597
centrs,Deglava 7,2,67,4/6,Jaun.,"106,500  €",,
Imanta,Jūrmalas g. 82,1,38,7/9,Jaun.,"81,000  €",56.9529998,24.0165749
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,300  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,300  €/mēn.,51.77014725,-1.2649910410071945
Ķengarags,Prūšu 19,2,42,3/4,LT proj.,300  €/mēn.,56.91245,24.1916997
centrs,Brīvības 132,Citi,165,2/3,P. kara,"159,900  €",56.9631314,24.1377744
Bukulti,Amoliņa 30,3,115,2/4,Jaun.,"230,000  €",57.0073439,24.2727407
centrs,Stabu 81,4,110,1/5,P. kara,"97,900  €",56.9521312,24.137351
Iļģuciems,Dzirciema 31,4,80,1/12,Specpr.,"99,650  €",56.9654495,24.0569372
centrs,Duntes 24,1,20,2/2,P. kara,"17,500  €",,
centrs,Zirņu 1,2,52,8/12,Čehu pr.,270  €/mēn.,,
Mangaļsala,Albatrosu 22,2,51,3/5,103.,"53,000  €",57.0527769,24.067362093860567
Pļavnieki,Ulbrokas 5,1,43,8/9,M. ģim.,"35,000  €",56.94243255,24.21547610193637
Šampēteris-Pleskodāle,Stendes 7,1,26,2/3,Specpr.,"25,500  €",56.9397069,24.0349581
centrs,Merķeļa 3,1,25,3/5,P. kara,100  €/mēn.,56.9484388,24.1192559
centrs,Zirņu 6,2,43,2/6,Hrušč.,"73,000  €",,
Vecmīlgrāvis,Dombrovska 45,1,33,8/9,602.,200  €/mēn.,57.03471075,24.100380867994417
Vecmīlgrāvis,Baltāsbaznīcas 21,2,43,3/3,Hrušč.,"36,000  €",57.035842,24.09300242612988
centrs,Valdemāra 79,2,47,5/5,Staļina,"89,000  €",56.96320275,24.124404495405138
Vecmīlgrāvis,Gāles 17,1,20,2/5,Specpr.,130  €/mēn.,57.0327263,24.11829003173853
centrs,Barona 92,3,58,3/5,P. kara,"79,000  €",56.95866985,24.13659252844357
Vecrīga,Grēcinieku 11,3,76,2/5,Renov.,"180,000  €",56.9472019,24.108877
centrs,Brīvības 142,2,51,5/7,P. kara,"112,300  €",56.9537963,24.117328
centrs,Brīvības 142,2,49,5/6,P. kara,"108,000  €",56.9537963,24.117328
Klīversala,Kuģu 26,3,144,3/6,Jaun.,"360,000  €",,
centrs,Barona 70,2,40,3/3,P. kara,420  €/mēn.,56.9559117,24.1310776
Vecrīga,Teātra 12,3,135,3/7,Specpr.,"1,500  €/mēn.",56.9487711,24.11241277884078
Mežciems,Kaivas 31,3,95,1/4,Jaun.,"145,000  €",56.9571247,24.2475937
Sarkandaugava,Patversmes 5 k-1,2,46,4/5,P. kara,"34,950  €",56.9942255,24.128546732069395
Pļavnieki,Kaudzīšu 12,1,34,4/9,602.,260  €/mēn.,56.93921845,24.200619360448947
Pļavnieki,Sesku 7/K1,1,42,4/5,M. ģim.,"37,500  €",56.9459183,24.195573
centrs,Brīvības 76,4,175,2/6,Renov.,"1,400  €/mēn.",56.9580796,24.1250916
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"1,500  €/mēn.",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"1,500  €/mēn.",51.77014725,-1.2649910410071945
Imanta,Lazdu 41,4,117,1/1,Jaun.,"1,500  €/mēn.",56.95209355,23.98635436064066
centrs,Lāčplēša 43/45,3,82,4/5,P. kara,"169,000  €",56.9528912,24.12876676327121
Dzegužkalns,Ūdens 20,2,73,6/6,Renov.,"186,000  €",,
Šampēteris-Pleskodāle,Lielirbes 13-85,3,90,13/30,Jaun.,850  €/mēn.,56.9348241,24.0428561
Purvciems,Žagatu 7,3,76,7/9,Jaun.,"173,000  €",56.96470855,24.18671777818259
centrs,Hospitāļu 15,2,61,4/6,P. kara,"108,150  €",,
Purvciems,Žagatu 7,4,88,1/9,Jaun.,"183,000  €",56.96470855,24.18671777818259
centrs,Barona 96/98,2,47,3/5,Staļina,"89,550  €",56.9592376,24.137742248561565
centrs,Brīvības 19,2,124,3/5,P. kara,"1,350  €/mēn.",56.9647581,23.1561562
Imanta,Kleistu 17,2,49,8/9,602.,"55,000  €",56.96435815,24.02332522780465
centrs,Avotu 15,2,53,1/3,P. kara,"54,000  €",57.39369065,21.55147317561287
Grīziņkalns,Zvaigžņu 18a,1,40,2/5,Specpr.,"46,000  €",56.96000855,24.14835342067915
centrs,Marijas 20,4,114,4/5,P. kara,"145,000  €",56.9507818,24.1261795
centrs,Klusā 20,1,38,6/9,Jaun.,280  €/mēn.,,
Dzegužkalns,Slokas 72,2,62,1/3,Staļina,"83,000  €",,
centrs,Vārnu 4,1,18,2/2,P. kara,"16,000  €",,
centrs,Tallinas 33,2,48,1/5,P. kara,360  €/mēn.,56.9627049,24.138035
Pļavnieki,Ulbrokas 12,1,43,2/5,M. ģim.,"42,000  €",56.94122905,24.217423167468997
Ziepniekkalns,Stērstu 15,1,18,2/2,P. kara,"15,900  €",56.91295025,24.115654
Iļģuciems,Baltā 12,1,30,2/2,P. kara,"9,900  €",56.968531,24.065446650926923
Sarkandaugava,Priežu 6,1,23,1/3,P. kara,"9,900  €",56.9938776,24.126522881117538
centrs,Lāčplēša 62,1,15,6/6,P. kara,150  €/mēn.,56.9510949,24.1313031
centrs,Pulkv. Brieža 13,3,75,4/6,Renov.,"185,000  €",,
centrs,Lāčplēša 62,2,56,2/6,P. kara,"72,900  €",56.9510949,24.1313031
Šampēteris-Pleskodāle,Volguntes 27a,2,42,1/5,Hrušč.,"35,000  €",56.93722185,24.04079636274043
Ķengarags,Prūšu 3/2,1,30,2/5,Hrušč.,"30,000  €",56.9154281,24.1804946
Teika,Zālīša 3,2,53,3/5,103.,"68,000  €",56.97208425,24.177095800000004
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,370  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,370  €/mēn.,51.77014725,-1.2649910410071945
Purvciems,Lielvārdes 119,2,38,2/5,LT proj.,370  €/mēn.,56.957395250000005,24.203396948795856
centrs,Brīvības 148,1,34,3/5,P. kara,45  €/dienā,56.9537963,24.117328
Ziepniekkalns,Zaļenieku 21,1,60,2/3,Jaun.,600  €/mēn.,56.906906,24.09811735
centrs,Laboratorijas 11,2,45,2/5,P. kara,230  €/mēn.,,
centrs,Bruņinieku 81,3,65,5/5,P. kara,350  €/mēn.,56.961172,24.1229335
Āgenskalns,Baldones 28,2,39,4/5,LT proj.,"46,000  €",56.9451466,24.0583202860628
Teika,Ūnijas 11,4,137,8/8,Jaun.,"233,000  €",56.96986445,24.16509739121254
Mežaparks,Viestura pr. 95,2,87,11/11,Jaun.,"190,000  €",,
centrs,Brīvības 83,1,23,6/6,P. kara,110  €/mēn.,56.96037245,24.130121682560187
Purvciems,Andromedas g. 5a,1,42,5/5,M. ģim.,"34,850  €",56.9604406,24.1986457
Pļavnieki,Ilūkstes 38,3,76,8/9,119.,"79,999  €",56.94537795,24.19853385
Ķengarags,Prūšu 22,2,42,1/5,Hrušč.,"47,000  €",56.9133368,24.188389
Aplokciems,Briežu 9,1,27,2/6,Jaun.,350  €/mēn.,57.02292935,24.13751306587765
Ķengarags,Lokomotīves 52,1,34,1/12,Čehu pr.,"30,500  €",56.9081303,24.20186153910369
Pļavnieki,Salnas 21,4,113,5/9,Jaun.,"199,000  €",56.942327,24.23009287799782
Vecmīlgrāvis,Skuju 1,3,67,1/5,103.,"64,500  €",57.02980845,24.10195373019506
centrs,Vēžu 9,3,55,4/5,Hrušč.,"78,000  €",,
Āgenskalns,Kalnciema 9А,2,60,3/10,Jaun.,650  €/mēn.,56.94607165,24.077743603989468
Ķengarags,Maskavas 425,2,50,9/9,467.,"43,500  €",56.8985114,24.208727951588536
Vecmīlgrāvis,Kāvu 1A,1,34,2/2,Hrušč.,"29,000  €",57.0335173,24.0989602
Vecmīlgrāvis,Vecmīlgrāvja 9k1,2,43,4/4,Hrušč.,"27,960  €",57.02888685,24.10373809146779
Ķengarags,Prūšu 11,2,50,2/5,LT proj.,280  €/mēn.,56.91416455,24.18728847131392
Voleri,Voleru 17,2,45,1/1,Specpr.,"17,000  €",56.996256,24.08589938370532
centrs,Čaka 79,4,75,2/4,P. kara,500  €/mēn.,56.9566209,24.13669
Imanta,Dammes 30,3,56,4/5,LT proj.,"71,000  €",56.9653262,24.011869486161416
centrs,Rūpniecības 20,4,90,3/4,Renov.,"265,000  €",56.9612223,24.10420360015229
Ziepniekkalns,Kartupeļu,2,-,-,-,vēlosīret ,56.91405,24.1034432
Mežaparks,Siguldas pr. 48,3,97,1/2,Priv. m.,"295,000  €",,
centrs,Valdemāra 57/59,4,109,5/7,P. kara,"136,625  €",56.960378,24.1197764
centrs,Miķeļa 1,4,100,2/5,Specpr.,750  €/mēn.,56.95596325,24.1001553
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"42,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Hrušč.,"42,000  €",51.77014725,-1.2649910410071945
Iļģuciems,Vaidelotes 21,2,42,1/5,Hrušč.,"42,000  €",56.96737265,24.049364277732398
centrs,Nītaures 2,2,52,1/5,P. kara,"119,000  €",56.9632761,24.1234564
Jugla,Brīvības 412,2,42,4/5,Hrušč.,"60,000  €",56.987917,24.2311784
Imanta,Kooperatīva 4a,1,28,5/5,LT proj.,260  €/mēn.,56.95370895,24.0309530040765
centrs,Pērnavas 39,1,24,3/6,P. kara,"33,000  €",,
centrs,Martas 9,3,90,3/6,P. kara,"232,000  €",56.955227,24.128670987508468
Ziepniekkalns,Valdeķu 64,1,47,5/9,Specpr.,300  €/mēn.,56.900498,24.09395031329417
Imanta,Kurzemes pr. 124,3,62,3/9,602.,260  €/mēn.,56.9523843,24.0351851
Āgenskalns,Valguma 31,3,116,2/6,Jaun.,"240,000  €",56.9431901,24.09113758130952
Sarkandaugava,Alekša 7,2,40,3/5,P. kara,"56,500  €",56.9929141,24.12524198732218
centrs,Eksporta 8A,2,55,4/5,Staļina,415  €/mēn.,56.9593516,24.0983542
Aplokciems,Briežu 9,1,27,5/6,Jaun.,370  €/mēn.,57.02292935,24.13751306587765
Imanta,Anniņmuižas 41,1,57,15/24,Jaun.,"108,900  €",56.95953765,24.014751879344857
Mežciems,Vecā Biķernieku 41,3,87,4/5,Jaun.,700  €/mēn.,56.9583779,24.246396207991804
centrs,Valdemāra 106,5,145,1/6,Staļina,"330,000  €",56.9565184,24.1138584
centrs,Krasta 25,2,47,3/4,P. kara,"47,000  €",56.9689934,23.1689825
Bolderāja,Lielupes 1,1,30,1/4,103.,200  €/mēn.,57.038622450000005,24.046476020514376
Dārzciems,Sesku 10,1,42,4/5,M. ģim.,"34,000  €",56.94409895,24.17578847355395
Iļģuciems,Buļļu 35A,3,54,4/5,LT proj.,"42,500  €",56.96943105,24.050885055079853
Maskavas priekšpilsēta,Katoļu 31,4,120,3/6,Jaun.,"185,000  €",,
Čiekurkalns,Rusova 7,2,40,6/6,Jaun.,"95,760  €",56.98931435,24.16967683158608
Vecmīlgrāvis,Dombrovska 77,1,34,2/5,103.,"33,800  €",57.03743355,24.09324867954325
centrs,Barona 14,1,20,1/5,Renov.,495  €/mēn.,56.95062615,24.121154144689196
Jugla,Juglas 3,1,30,2/5,LT proj.,"41,000  €",56.9728445,24.2616822
Bieriņi,Sējas 69,1,32,1/2,Specpr.,"49,000  €",56.91349565,24.05468745
Ķengarags,Rušonu 3,1,42,5/5,M. ģim.,"37,000  €",56.9127758,24.1826852
Maskavas priekšpilsēta,Krāslavas 14,2,40,4/5,Jaun.,"94,000  €",,
Pļavnieki,Deglava 104,3,76,6/9,119.,500  €/mēn.,56.9448978,24.210387196542264
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"37,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"37,000  €",51.77014725,-1.2649910410071945
Iļģuciems,Stūres 5,2,50,4/5,LT proj.,"37,000  €",56.97053245,24.06955673531796
Šampēteris-Pleskodāle,Volguntes 3-3,2,45,1/2,P. kara,220  €/mēn.,56.9375435,24.0395706
Mežciems,Druvienas 18,3,63,1/9,602.,"69,000  €",56.97196615,24.230348811300225
centrs,Ausekļa 3,5,157,5/5,Specpr.,"200,000  €",56.9600455,24.099762636653608
centrs,Pulkv. Brieža 3,4,114,1/5,P. kara,"145,000  €",,
centrs,Ģertrūdes 38,3,114,2/5,P. kara,700  €/mēn.,56.9538641,24.128666877855046
Šampēteris-Pleskodāle,Kalnciema 81,2,47,1/2,P. kara,"27,400  €",56.9370234,24.044003
Āgenskalns,Valentīna 16,2,47,1/4,Renov.,435  €/mēn.,,
centrs,Valdemāra 106,1,37,5/5,Staļina,490  €/mēn.,56.9565184,24.1138584
Vecmīlgrāvis,Rīnūžu 20,2,56,4/5,103.,"36,500  €",57.0375208,24.0902284
Āgenskalns,Raņķa d. 34,2,81,8/23,Jaun.,"200,000  €",56.9450949,24.0837011
Āgenskalns,Raņķa d. 34,3,116,17/23,Jaun.,"351,000  €",56.9450949,24.0837011
Vecmīlgrāvis,Kāvu 10,1,28,4/5,LT proj.,"24,500  €",57.03387165,24.101622384069955
Āgenskalns,Kuldīgas 13A,2,71,5/5,Specpr.,"76,500  €",56.9488492,24.0625151
centrs,Marijas 14C,1,16,4/5,Renov.,"42,400  €",56.9503172,24.1253859
Zolitūde,Anniņmuižas 13,3,68,6/12,Jaun.,"114,000  €",56.945679600000005,24.014674601552507
centrs,Klijānu 6,1,20,1/1,Renov.,"25,000  €",,
centrs,Pededzes 3,2,51,1/5,Jaun.,690  €/mēn.,,
Klīversala,Kuģu 26,3,108,3/5,Specpr.,"1,000  €/mēn.",,
Vecmīlgrāvis,Vanadziņa g. 3,3,60,1/9,467.,"51,900  €",57.0323943,24.106556
Vecmīlgrāvis,Meldru 24,2,50,4/5,LT proj.,"42,000  €",57.03262235,24.09540702973588
centrs,Klijānu 6,2,64,1/1,Renov.,"46,500  €",,
Torņakalns,Koku 15,1,38,6/6,M. ģim.,263  €/mēn.,56.92206155,24.09469502504755
Sarkandaugava,Tvaika 34,1,33,5/5,Renov.,170  €/mēn.,57.0024524,24.118910937501568
centrs,Skolas 12,5,141,3/4,P. kara,"1,200  €/mēn.",56.9570616,24.117705
centrs,Dzirnavu 15,2,53,2/3,P. kara,"135,000  €",56.960427,24.1095561
Zolitūde,Lejiņa 3,2,58,6/10,119.,"58,000  €",56.9472132,24.01465308838003
centrs,Skanstes 29,2,65,5/23,Jaun.,750  €/mēn.,56.9627217,24.1133633
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,220  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,220  €/mēn.,51.77014725,-1.2649910410071945
Grīziņkalns,Pērnavas 55,2,40,3/4,P. kara,220  €/mēn.,56.9532285,24.1543647
Maskavas priekšpilsēta,Salaspils 2,1,21,1/2,Renov.,"35,000  €",,
Maskavas priekšpilsēta,Salaspils 2,2,25,1/2,Renov.,"36,769  €",,
Krasta r-ns,Salacas 26,2,30,1/2,Renov.,"48,500  €",,
Iļģuciems,Vaidelotes 22,3,62,1/5,Hrušč.,"44,990  €",56.9664116,24.04930058965897
Krasta r-ns,Salacas 26,2,29,2/2,Renov.,"44,800  €",,
centrs,Birznieka-Upīša 5/7,6,85,2/2,P. kara,250  €/mēn.,56.9487938,24.1244491
Āgenskalns,Ernestīnes 6A,4,276,5/5,Jaun.,"499,000  €",56.94279005,24.0731534496196
Pļavnieki,Rudens 10,3,62,5/9,602.,"75,000  €",56.93775,24.200364407988285
centrs,Brīvības 91,2,50,1/6,Renov.,"126,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,45,1/6,Renov.,"114,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,3,57,2/6,Renov.,"149,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,40,1/6,Renov.,"105,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,42,2/6,Renov.,"111,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,40,6/6,Renov.,"113,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,40,5/6,Renov.,"112,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,40,4/6,Renov.,"111,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,38,3/6,Renov.,"106,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,38,2/6,Renov.,"106,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,40,1/6,Renov.,"96,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,38,6/6,Renov.,"113,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,36,6/6,Renov.,"115,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,28,6/6,Renov.,"85,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,24,6/6,Renov.,"72,000  €",56.9608942,24.13137356716058
Daugavgrīva,Esplanādes 5,2,53,5/5,103.,"35,000  €",57.04162885,24.034846270692263
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"114,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"114,000  €",51.77014725,-1.2649910410071945
centrs,Brīvības 91,2,38,5/6,Renov.,"114,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,35,5/6,Renov.,"105,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,28,5/6,Renov.,"83,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,23,5/6,Renov.,"70,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,38,4/6,Renov.,"112,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,35,4/6,Renov.,"103,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,28,4/6,Renov.,"82,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,24,4/6,Renov.,"71,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,37,3/6,Renov.,"106,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,35,3/6,Renov.,"100,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,27,3/6,Renov.,"79,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,24,3/6,Renov.,"68,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,1,17,2/6,Renov.,"55,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,38,2/6,Renov.,"106,000  €",56.9608942,24.13137356716058
centrs,Brīvības 91,2,38,2/6,Renov.,"106,000  €",56.9608942,24.13137356716058
Āgenskalns,St. Rusas 26,1,30,1/3,P. kara,220  €/mēn.,,
centrs,Brīvības 91,1,32,2/6,Renov.,"85,000  €",56.9608942,24.13137356716058
Zolitūde,Lejiņa 22,3,82,5/10,119.,"70,000  €",56.94629305,24.022238752497323
Jugla,Juglas 43,2,49,5/5,Hrušč.,"44,000  €",56.978952,24.253131224476338
Iļģuciems,Palangas 12,3,56,1/5,LT proj.,"49,950  €",56.97169955,24.054343302052224
Šampēteris-Pleskodāle,Zalves 15,1,90,3/3,Jaun.,"80,000  €",56.9383348,24.0355346
centrs,Pumpura 5,4,280,2/5,Renov.,"1,990  €/mēn.",56.9563679,24.1103724
centrs,Valdemāra 49,3,93,2/3,P. kara,"267,000  €",56.9592997,24.1184875
Vecmīlgrāvis,Emmas 28,2,34,4/4,Renov.,310  €/mēn.,57.03179875,24.116664434629
Krasta r-ns,Pļaviņu 25,1,25,3/5,Hrušč.,"42,900  €",,
Maskavas priekšpilsēta,Līksnas 24,1,30,6/6,P. kara,180  €/mēn.,,
centrs,Miera 43,1,1001,1/2,Priv. m.,350  €/mēn.,56.965607,24.1330763
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"107,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"107,000  €",51.77014725,-1.2649910410071945
Āgenskalns,Mūkusalas 29,2,40,3/4,Jaun.,"107,000  €",,
centrs,Tomsona 23,1,30,3/5,Hrušč.,35  €/dienā,56.96530735,24.126257892770163
Pļavnieki,Dzeņu 1,2,51,1/9,602.,"45,000  €",56.9408074,24.2087805127632
Imanta,Progresa 3,3,87,3/5,Jaun.,"155,000  €",56.95371555,24.032454954234392
centrs,Pumpura 5,4,280,2/5,Renov.,"672,800  €",56.9563679,24.1103724
centrs,Barona 24/26,6,529,7/7,Renov.,"75,000  €",56.95161295,24.12245714786153
centrs,Alauksta 13,1,19,6/6,Renov.,280  €/mēn.,,
centrs,Zvaigžņu 24,1,31,5/7,P. kara,"58,000  €",57.38170015,21.566050482202836
centrs,Brīvības 37,4,142,5/6,P. kara,"1,250  €/mēn.",56.9557032,24.1199971
centrs,Tomsona 11,2,60,2/5,P. kara,"115,000  €",56.9643789,24.124732117151765
centrs,Čaka 22,3,66,3/6,Renov.,700  €/mēn.,56.9511466,24.1270816
centrs,Matīsa 63,2,36,6/7,Renov.,"80,370  €",56.95417925,24.13994026860536
Pļavnieki,Ulbrokas 10,2,58,4/5,M. ģim.,"49,000  €",56.9415202,24.2168467
Jugla,Ciemupes 2,3,103,1/11,Jaun.,"129,000  €",56.9872927,24.247263777765315
centrs,Matīsa 63,2,34,5/7,Renov.,"76,095  €",56.95417925,24.13994026860536
Dzegužkalns,Jūrmalas g. 1,2,48,3/12,Čehu pr.,"68,000  €",,
Zolitūde,Zolitūdes 75,2,69,4/6,Jaun.,"129,500  €",56.9408871,24.0048858
centrs,Raiņa bulv. 2,2,44,3/6,P. kara,"125,000  €",,
Purvciems,Dzelzavas 35,4,76,6/9,602.,"82,400  €",56.9594453,24.180656708333338
Vecrīga,Kalēju 45,2,46,4/4,P. kara,"95,000  €",56.94657845,24.11283980038168
Purvciems,Stirnu 13a,2,46,1/6,Jaun.,50  €/dienā,56.95534335,24.17919806381783
centrs,Deglava 13,1,31,5/6,P. kara,125  €/mēn.,,
centrs,Ganību d. 16с,2,48,2/2,Specpr.,"48,900  €",,
Purvciems,Astras 8 k-1,3,80,18/25,Jaun.,"170,000  €",56.95126895,24.18823345318948
centrs,Grostonas 21,3,107,2/8,Jaun.,"320,000  €",,
centrs,Brīvības 159A,5,129,1/6,P. kara,"145,000  €",56.9537963,24.117328
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Specpr.,"56,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Specpr.,"56,000  €",51.77014725,-1.2649910410071945
Jaunciems,Jaunciema g. 71,3,70,4/4,Specpr.,"56,000  €",57.0473198,24.1756587
Bolderāja,Platā 8,3,71,2/2,Staļina,"37,000  €",57.0272437,24.042197146882494
Purvciems,Dudajeva g. 2,3,54,1/5,LT proj.,"51,500  €",56.9575254,24.1942844
Āgenskalns,Valentīna 16,3,63,4/4,Jaun.,"140,000  €",,
Klīversala,Kuģu 15,3,87,2/3,Renov.,"240,000  €",,
Klīversala,Kuģu 15,2,43,2/3,Renov.,"135,000  €",,
Ķengarags,Maskavas 250k11,3,60,1/5,LT proj.,"51,500  €",56.91577100000001,24.17104666615485
Purvciems,Ilūkstes 42,3,77,2/9,602.,"63,500  €",56.9488063,24.19795503270792
Imanta,M. Krūmu 9,3,63,6/9,602.,"59,000  €",,
Pļavnieki,Pavasara g. 5,3,62,2/9,602.,360  €/mēn.,56.9346184,24.198101
Zolitūde,Lejiņa 3,1,46,3/9,119.,"52,900  €",56.9472132,24.01465308838003
